"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"356",4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5,"U"
"357",3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,"N"
"358",4,11,6,8,1,7,11,2,3,8,12,8,1,11,0,8,"Y"
"359",3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8,"I"
"360",8,15,7,8,4,8,5,4,9,11,4,10,3,6,9,9,"Q"
"361",4,5,4,7,4,9,7,6,2,8,6,11,3,9,6,8,"Q"
"362",1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8,"Z"
"363",4,5,5,6,5,7,9,5,4,8,6,7,4,9,8,7,"F"
"364",8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,8,"M"
"365",4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,8,"D"
"366",2,3,3,1,1,8,9,3,4,10,4,6,4,9,1,7,"N"
"367",5,10,8,8,5,3,10,3,3,9,10,9,8,11,1,8,"W"
"368",4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,8,"U"
"369",6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,6,"G"
"370",7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,13,"G"
"371",5,10,4,5,3,7,7,5,4,7,4,7,5,8,5,8,"O"
"372",2,6,3,4,1,8,6,13,5,7,13,8,3,9,0,8,"U"
"373",6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,8,"K"
"374",4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,8,"W"
"375",5,7,7,5,5,5,7,2,6,10,8,11,3,8,3,8,"K"
"376",5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,"E"
"377",3,6,5,4,1,9,8,4,2,5,14,8,3,10,0,8,"V"
"378",8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8,"R"
"379",4,11,5,8,5,9,6,6,10,7,5,6,2,7,8,8,"Z"
"380",4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8,"S"
"381",3,6,5,4,5,7,8,3,3,8,7,8,5,9,5,4,"N"
"382",5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6,"X"
"383",3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,"I"
"384",1,2,2,3,1,8,7,4,1,7,8,10,2,9,3,9,"Q"
"385",10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,"N"
"386",5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,"C"
"387",6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,"Q"
"388",7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,"N"
"389",6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10,"K"
"390",8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,"S"
"391",2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7,"E"
"392",4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,"D"
"393",4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,"X"
"394",1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,"C"
"395",5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7,"J"
"396",5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7,"B"
"397",5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,"D"
"398",7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7,"R"
"399",2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8,"Z"
"400",2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,"T"
"401",5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,"K"
"402",5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,"G"
"403",11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7,"B"
"404",8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,"X"
"405",6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,"D"
"406",2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,"V"
"407",2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"408",2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,"Z"
"409",2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,"G"
"410",3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8,"J"
"411",2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8,"V"
"412",8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8,"V"
"413",6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,"J"
"414",3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,"C"
"415",2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,"U"
"416",2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,"A"
"417",3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8,"Y"
"418",3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,"T"
"419",5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8,"M"
"420",5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7,"V"
"421",4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,"S"
"422",5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8,"M"
"423",3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,"Y"
"424",9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,"Z"
"425",3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8,"M"
"426",3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,"M"
"427",3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,"J"
"428",7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8,"K"
"429",3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10,"B"
"430",4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,"K"
"431",5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,"Z"
"432",4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6,"F"
"433",1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,"N"
"434",7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,"P"
"435",4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9,"C"
"436",4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,"Z"
"437",2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8,"S"
"438",4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8,"W"
"439",2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,"P"
"440",4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,"L"
"441",3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8,"U"
"442",3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8,"J"
"443",2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,"J"
"444",3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,"Z"
"445",4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,"M"
"446",7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,"U"
"447",1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8,"J"
"448",5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9,"B"
"449",7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12,"B"
"450",8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,"Q"
"451",3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,"N"
"452",3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,"D"
"453",1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,"B"
"454",4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9,"E"
"455",3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7,"E"
"456",6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8,"N"
"457",2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,"T"
"458",3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,"Y"
"459",7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,"Q"
"460",9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9,"U"
"461",3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8,"H"
"462",2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8,"J"
"463",1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9,"D"
"464",2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,"G"
"465",5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8,"V"
"466",2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,"U"
"467",7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8,"U"
"468",3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,"Z"
"469",2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10,"G"
"470",4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,"L"
"471",4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8,"D"
"472",3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5,"J"
"473",3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9,"K"
"474",3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,"A"
"475",3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
"476",4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,"X"
"477",5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11,"Q"
"478",3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,"F"
"479",2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7,"W"
"480",6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,"K"
"481",4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8,"P"
"482",6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6,"V"
"483",7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,"L"
"484",3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,"A"
"485",3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,"B"
"486",6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8,"S"
"487",6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,"I"
"488",1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,"B"
"489",4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,"F"
"490",3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,"I"
"491",5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,"M"
"492",2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,"K"
"493",2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,"C"
"494",4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,"H"
"495",3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,"S"
"496",4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9,"B"
"497",2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,"O"
"498",9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8,"M"
"499",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"500",7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12,"W"
"501",4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,"U"
"502",4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,"Y"
"503",3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8,"A"
"504",2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,"P"
"505",4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,"B"
"506",4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,"O"
"507",5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5,"Y"
"508",4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,"I"
"509",3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,"R"
"510",6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7,"N"
"511",3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,"B"
"512",9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,"Q"
"513",6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,"H"
"514",2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8,"J"
"515",4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8,"W"
"516",5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4,"Y"
"517",4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5,"F"
"518",4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8,"A"
"519",1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,"X"
"520",5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7,"Z"
"521",3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,"H"
"522",6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9,"K"
"523",4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,"J"
"524",2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,"N"
"525",5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,"W"
"526",4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8,"U"
"527",2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8,"Y"
"528",4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,"Q"
"529",3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8,"V"
"530",6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,"D"
"531",3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8,"V"
"532",4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11,"R"
"533",1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,"L"
"534",4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8,"V"
"535",5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7,"F"
"536",5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6,"B"
"537",3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,"R"
"538",3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6,"J"
"539",3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,"V"
"540",9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8,"Y"
"541",8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8,"M"
"542",3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,"X"
"543",3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,"S"
"544",2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8,"K"
"545",3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,"T"
"546",3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,"H"
"547",4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,"L"
"548",3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,"J"
"549",2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,"D"
"550",2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,"B"
"551",6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,"N"
"552",6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7,"R"
"553",13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,"M"
"554",3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,"Z"
"555",6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,"R"
"556",5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11,"K"
"557",5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8,"W"
"558",3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,"P"
"559",3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9,"E"
"560",7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,"E"
"561",3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,"Y"
"562",3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,"J"
"563",3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,"L"
"564",2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,"I"
"565",1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"566",6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,"M"
"567",2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,"V"
"568",7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,"P"
"569",5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,"H"
"570",9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11,"R"
"571",4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,"X"
"572",2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8,"P"
"573",4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8,"V"
"574",3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,"N"
"575",3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8,"O"
"576",6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,"G"
"577",4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,"T"
"578",8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,"R"
"579",4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8,"W"
"580",6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8,"U"
"581",6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,"L"
"582",7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7,"S"
"583",4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,"Q"
"584",3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,"M"
"585",2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,"F"
"586",5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8,"V"
"587",5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8,"V"
"588",4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6,"F"
"589",4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9,"M"
"590",3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,"I"
"591",3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8,"P"
"592",4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8,"U"
"593",3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9,"B"
"594",4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,"Q"
"595",5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,"H"
"596",3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,"X"
"597",4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,"M"
"598",3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,"J"
"599",6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,"V"
"600",2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,"B"
"601",5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,"T"
"602",8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5,"U"
"603",4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8,"D"
"604",4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8,"Y"
"605",2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,"O"
"606",2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,"O"
"607",4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,"K"
"608",8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6,"W"
"609",5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,"A"
"610",8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,"O"
"611",5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,"S"
"612",5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,"T"
"613",2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8,"S"
"614",3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,"X"
"615",2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,"T"
"616",5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,"U"
"617",5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5,"Y"
"618",3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,"V"
"619",2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,"D"
"620",5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8,"H"
"621",4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6,"B"
"622",5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6,"S"
"623",2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,"O"
"624",6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8,"O"
"625",2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8,"J"
"626",3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,"P"
"627",3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,"O"
"628",3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,"I"
"629",4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7,"Z"
"630",3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,"W"
"631",2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,"F"
"632",5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8,"H"
"633",2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,"D"
"634",2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,"B"
"635",0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11,"K"
"636",4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,"T"
"637",3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,"N"
"638",2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,"F"
"639",3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,"A"
"640",8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,"V"
"641",9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4,"F"
"642",2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,"Y"
"643",4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10,"R"
"644",5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,"Q"
"645",6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9,"M"
"646",3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7,"P"
"647",3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9,"K"
"648",6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,"Y"
"649",4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,"D"
"650",4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,"R"
"651",4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,"B"
"652",4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,"T"
"653",6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8,"W"
"654",5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,"K"
"655",10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8,"G"
"656",3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,"P"
"657",1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,"C"
"658",5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,"S"
"659",5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6,"J"
"660",5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,"P"
"661",3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,"X"
"662",8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9,"L"
"663",4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,"B"
"664",3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,"E"
"665",3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8,"H"
"666",3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,"T"
"667",2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,"P"
"668",2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,"S"
"669",1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,"N"
"670",5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8,"P"
"671",3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,"D"
"672",2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,"T"
"673",2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9,"B"
"674",3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,"Y"
"675",3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,"J"
"676",3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8,"A"
"677",3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8,"J"
"678",2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7,"S"
"679",4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7,"E"
"680",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"681",5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,"H"
"682",4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11,"G"
"683",2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,"Z"
"684",4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9,"Y"
"685",3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7,"H"
"686",4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10,"B"
"687",4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8,"A"
"688",6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,"B"
"689",6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6,"M"
"690",4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8,"P"
"691",5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7,"W"
"692",2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6,"S"
"693",3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8,"J"
"694",8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7,"N"
"695",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"696",5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8,"P"
"697",2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10,"G"
"698",6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5,"E"
"699",6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8,"Q"
"700",3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11,"R"
"701",2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,"K"
"702",4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4,"Y"
"703",4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,"P"
"704",6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7,"G"
"705",4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,"G"
"706",7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10,"P"
"707",7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,"L"
"708",1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7,"J"
"709",3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,"Y"
"710",6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,"D"
"711",6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,"M"
